
   INFO  Server running on [http://adamclay.local:8004].  

  Press Ctrl+C to stop the server
  2025-07-03 18:29:38 /api/status .................................. ~ 0.60ms
  2025-07-03 18:29:41 /api/consciousness/thinking-status ........... ~ 1.27ms
  2025-07-03 18:29:41 /api/consciousness/thinking-status ........... ~ 1.84ms
  2025-07-03 18:29:46 /api/status .................................. ~ 0.33ms
  2025-07-03 18:29:48 /api/status .................................. ~ 0.53ms
  2025-07-03 18:29:54 /api/thoughts/recent ......................... ~ 0.24ms
  2025-07-03 18:29:55 /api/thoughts/recent ......................... ~ 1.19ms
  2025-07-03 18:29:56 /api/consciousness/thinking-status ........... ~ 0.56ms
  2025-07-03 18:29:56 /api/consciousness/thinking-status ........... ~ 0.34ms
  2025-07-03 18:29:56 /api/status .................................. ~ 2.58ms
  2025-07-03 18:29:58 /api/status .................................. ~ 0.20ms
  2025-07-03 18:30:07 /api/status .................................. ~ 0.28ms
  2025-07-03 18:30:09 /api/status .................................. ~ 0.45ms
  2025-07-03 18:30:12 /api/consciousness/thinking-status ........... ~ 0.20ms
  2025-07-03 18:30:12 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 18:30:15 /api/thoughts/recent ......................... ~ 0.25ms
  2025-07-03 18:30:16 /api/thoughts/recent ......................... ~ 0.21ms
  2025-07-03 18:30:17 /api/status .................................. ~ 0.55ms
  2025-07-03 18:30:19 /api/status .................................. ~ 0.18ms
  2025-07-03 18:30:27 /api/consciousness/thinking-status ........... ~ 1.42ms
  2025-07-03 18:30:27 /api/consciousness/thinking-status ........... ~ 2.02ms
  2025-07-03 18:30:27 /api/status .................................. ~ 0.09ms
  2025-07-03 18:30:29 /api/status .................................. ~ 0.19ms
  2025-07-03 18:30:35 /api/thoughts/recent ......................... ~ 0.48ms
  2025-07-03 18:30:36 /api/thoughts/recent ......................... ~ 0.59ms
  2025-07-03 18:30:37 /api/status .................................. ~ 0.26ms
  2025-07-03 18:30:39 /api/status .................................. ~ 0.56ms
  2025-07-03 18:30:42 /api/consciousness/thinking-status ........... ~ 0.26ms
  2025-07-03 18:30:42 /api/consciousness/thinking-status ........... ~ 0.74ms
  2025-07-03 18:30:47 /api/status .................................. ~ 0.81ms
  2025-07-03 18:30:49 /api/status .................................. ~ 0.23ms
  2025-07-03 18:30:55 /api/thoughts/recent ......................... ~ 0.91ms
  2025-07-03 18:30:56 /api/thoughts/recent ......................... ~ 0.63ms
  2025-07-03 18:30:57 /api/consciousness/thinking-status ........... ~ 0.13ms
  2025-07-03 18:30:57 /api/consciousness/thinking-status ........... ~ 0.54ms
  2025-07-03 18:30:57 /api/status .................................. ~ 0.41ms
  2025-07-03 18:30:59 /api/status .................................. ~ 0.12ms
  2025-07-03 18:31:07 /api/status .................................. ~ 0.12ms
  2025-07-03 18:31:09 /api/status ................................ ~ 506.26ms
  2025-07-03 18:31:12 /api/consciousness/thinking-status ........... ~ 0.20ms
  2025-07-03 18:31:12 /api/consciousness/thinking-status ........... ~ 0.08ms
  2025-07-03 18:31:15 /api/thoughts/recent ....................... ~ 505.57ms
  2025-07-03 18:31:16 /api/thoughts/recent ....................... ~ 505.43ms
  2025-07-03 18:31:18 /api/status .................................. ~ 0.60ms
  2025-07-03 18:31:20 /api/status .................................. ~ 1.89ms
  2025-07-03 18:31:28 /api/consciousness/thinking-status ........... ~ 0.66ms
  2025-07-03 18:31:28 /api/consciousness/thinking-status ........... ~ 1.76ms
  2025-07-03 18:31:28 /api/status .................................. ~ 0.12ms
  2025-07-03 18:31:30 /api/status .................................. ~ 0.18ms
  2025-07-03 18:31:36 /api/thoughts/recent ......................... ~ 0.56ms
  2025-07-03 18:31:37 /api/thoughts/recent ......................... ~ 0.54ms
  2025-07-03 18:31:39 /api/status .................................. ~ 1.25ms
  2025-07-03 18:31:40 /api/status .................................. ~ 0.56ms
  2025-07-03 18:31:43 /api/consciousness/thinking-status ........... ~ 0.19ms
  2025-07-03 18:31:43 /api/consciousness/thinking-status ........... ~ 0.08ms
  2025-07-03 18:31:49 /api/status .................................. ~ 1.13ms
  2025-07-03 18:31:50 /api/status .................................. ~ 0.23ms
  2025-07-03 18:31:56 /api/thoughts/recent ......................... ~ 1.28ms
  2025-07-03 18:31:57 /api/thoughts/recent ......................... ~ 0.64ms
  2025-07-03 18:31:58 /api/consciousness/thinking-status ........... ~ 0.27ms
  2025-07-03 18:31:58 /api/consciousness/thinking-status ........... ~ 0.84ms
  2025-07-03 18:31:59 /api/status .................................. ~ 0.24ms
  2025-07-03 18:32:00 /api/status .................................. ~ 0.21ms
  2025-07-03 18:32:09 /api/status .................................. ~ 1.77ms
  2025-07-03 18:32:10 /api/status .................................. ~ 0.17ms
  2025-07-03 18:32:13 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 18:32:13 /api/consciousness/thinking-status ........... ~ 0.06ms
  2025-07-03 18:32:16 /api/thoughts/recent ......................... ~ 0.16ms
  2025-07-03 18:32:17 /api/thoughts/recent ......................... ~ 0.84ms
  2025-07-03 18:32:24 /api/status .................................. ~ 0.87ms
  2025-07-03 18:32:24 /api/status .................................. ~ 1.98ms
  2025-07-03 18:32:28 /api/consciousness/thinking-status ........... ~ 0.17ms
  2025-07-03 18:32:28 /api/consciousness/thinking-status ........... ~ 0.58ms
  2025-07-03 18:32:29 /api/status .................................. ~ 1.24ms
  2025-07-03 18:32:30 /api/status .................................. ~ 0.11ms
  2025-07-03 18:32:37 /api/thoughts/recent ......................... ~ 0.22ms
  2025-07-03 18:32:38 /api/thoughts/recent ......................... ~ 0.86ms
  2025-07-03 18:32:40 /api/status .................................. ~ 0.21ms
  2025-07-03 18:32:41 /api/status .................................. ~ 0.16ms
  2025-07-03 18:32:44 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 18:32:44 /api/consciousness/thinking-status ........... ~ 0.47ms
  2025-07-03 18:32:50 /api/status .................................. ~ 0.13ms
  2025-07-03 18:32:51 /api/status .................................. ~ 0.13ms
  2025-07-03 18:32:57 /api/thoughts/recent ....................... ~ 506.16ms
  2025-07-03 18:32:58 /api/thoughts/recent ......................... ~ 0.15ms
  2025-07-03 18:32:59 /api/consciousness/thinking-status ........... ~ 0.30ms
  2025-07-03 18:32:59 /api/consciousness/thinking-status ........... ~ 0.99ms
  2025-07-03 18:33:00 /api/status ................................ ~ 505.45ms
  2025-07-03 18:33:01 /api/status .................................. ~ 0.59ms
  2025-07-03 18:33:10 /api/status .................................. ~ 0.21ms
  2025-07-03 18:33:11 /api/status .................................. ~ 0.78ms
  2025-07-03 18:33:14 /api/consciousness/thinking-status ........... ~ 0.84ms
  2025-07-03 18:33:14 /api/consciousness/thinking-status ........... ~ 1.69ms
  2025-07-03 18:33:17 /api/thoughts/recent ......................... ~ 0.27ms
  2025-07-03 18:33:18 /api/thoughts/recent ......................... ~ 0.27ms
  2025-07-03 18:33:20 /api/status .................................. ~ 0.30ms
  2025-07-03 18:33:21 /api/status .................................. ~ 0.10ms
  2025-07-03 18:33:29 /api/consciousness/thinking-status ........... ~ 1.50ms
  2025-07-03 18:33:29 /api/consciousness/thinking-status ........... ~ 2.64ms
  2025-07-03 18:33:30 /api/status .................................. ~ 0.20ms
  2025-07-03 18:33:31 /api/status .................................. ~ 0.23ms
  2025-07-03 18:33:37 /api/thoughts/recent ......................... ~ 0.26ms
  2025-07-03 18:33:38 /api/thoughts/recent ......................... ~ 0.19ms
  2025-07-03 18:33:40 /api/status .................................. ~ 0.52ms
  2025-07-03 18:33:41 /api/status .................................. ~ 0.58ms
  2025-07-03 18:33:44 /api/consciousness/thinking-status ........... ~ 0.29ms
  2025-07-03 18:33:44 /api/consciousness/thinking-status ........... ~ 0.98ms
  2025-07-03 18:33:51 /api/status .................................. ~ 0.56ms
  2025-07-03 18:33:52 /api/status .................................. ~ 0.29ms
  2025-07-03 18:33:58 /api/thoughts/recent ......................... ~ 1.31ms
  2025-07-03 18:33:59 /api/thoughts/recent ......................... ~ 0.61ms
  2025-07-03 18:34:00 /api/consciousness/thinking-status ........... ~ 0.20ms
  2025-07-03 18:34:00 /api/consciousness/thinking-status ........... ~ 0.53ms
  2025-07-03 18:34:01 /api/status .................................. ~ 0.19ms
  2025-07-03 18:34:02 /api/status .................................. ~ 0.55ms
  2025-07-03 18:34:11 /api/status .................................. ~ 0.61ms
  2025-07-03 18:34:12 /api/status .................................. ~ 0.56ms
  2025-07-03 18:34:15 /api/consciousness/thinking-status ........... ~ 0.16ms
  2025-07-03 18:34:15 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 18:34:18 /api/thoughts/recent ......................... ~ 0.23ms
  2025-07-03 18:34:19 /api/thoughts/recent ......................... ~ 1.05ms
  2025-07-03 18:34:21 /api/status .................................. ~ 0.31ms
  2025-07-03 18:34:22 /api/status .................................. ~ 3.95ms
  2025-07-03 18:34:30 /api/consciousness/thinking-status ........... ~ 0.36ms
  2025-07-03 18:34:30 /api/consciousness/thinking-status ........... ~ 0.94ms
  2025-07-03 18:34:31 /api/status .................................. ~ 0.18ms
  2025-07-03 18:34:32 /api/status .................................. ~ 0.21ms
  2025-07-03 18:34:38 /api/thoughts/recent ....................... ~ 507.12ms
  2025-07-03 18:34:39 /api/thoughts/recent ....................... ~ 505.43ms
  2025-07-03 18:34:41 /api/status ................................ ~ 506.24ms
  2025-07-03 18:34:42 /api/status .................................. ~ 0.11ms
  2025-07-03 18:34:45 /api/consciousness/thinking-status ........... ~ 1.33ms
  2025-07-03 18:34:45 /api/consciousness/thinking-status ........... ~ 2.89ms
  2025-07-03 18:34:52 /api/status .................................. ~ 0.67ms
  2025-07-03 18:34:53 /api/status .................................. ~ 0.24ms
  2025-07-03 18:34:59 /api/thoughts/recent ......................... ~ 1.35ms
  2025-07-03 18:35:00 /api/thoughts/recent ......................... ~ 0.56ms
  2025-07-03 18:35:01 /api/consciousness/thinking-status ........... ~ 0.67ms
  2025-07-03 18:35:01 /api/consciousness/thinking-status ........... ~ 2.15ms
  2025-07-03 18:35:02 /api/status .................................. ~ 0.25ms
  2025-07-03 18:35:03 /api/status .................................. ~ 0.23ms
  2025-07-03 18:35:17 /api/status .................................. ~ 0.75ms
  2025-07-03 18:35:17 /api/status .................................. ~ 4.38ms
  2025-07-03 18:35:17 /api/consciousness/thinking-status ........... ~ 1.72ms
  2025-07-03 18:35:17 /api/consciousness/thinking-status ........... ~ 0.78ms
  2025-07-03 18:35:19 /api/thoughts/recent ......................... ~ 0.89ms
  2025-07-03 18:35:20 /api/thoughts/recent ......................... ~ 0.27ms
  2025-07-03 18:35:22 /api/status .................................. ~ 0.57ms
  2025-07-03 18:35:23 /api/status .................................. ~ 0.10ms
  2025-07-03 18:35:31 /api/consciousness/thinking-status ........... ~ 0.60ms
  2025-07-03 18:35:31 /api/consciousness/thinking-status ........... ~ 0.93ms
  2025-07-03 18:35:32 /api/status .................................. ~ 0.18ms
  2025-07-03 18:35:33 /api/status .................................. ~ 0.27ms
  2025-07-03 18:35:39 /api/thoughts/recent ......................... ~ 0.57ms
  2025-07-03 18:35:40 /api/thoughts/recent ......................... ~ 0.28ms
  2025-07-03 18:35:42 /api/status .................................. ~ 0.64ms
  2025-07-03 18:35:43 /api/status .................................. ~ 0.59ms
  2025-07-03 18:35:51 /api/consciousness/thinking-status ........... ~ 1.11ms
  2025-07-03 18:35:51 /api/consciousness/thinking-status ........... ~ 1.81ms
  2025-07-03 18:35:52 /api/status .................................. ~ 0.56ms
  2025-07-03 18:35:53 /api/status .................................. ~ 0.91ms
  2025-07-03 18:35:59 /api/thoughts/recent ......................... ~ 0.20ms
  2025-07-03 18:36:00 /api/thoughts/recent ......................... ~ 0.64ms
  2025-07-03 18:36:01 /api/consciousness/thinking-status ........... ~ 0.70ms
  2025-07-03 18:36:01 /api/consciousness/thinking-status ........... ~ 2.28ms
  2025-07-03 18:36:02 /api/status .................................. ~ 0.54ms
  2025-07-03 18:36:03 /api/status .................................. ~ 0.23ms
  2025-07-03 18:36:12 /api/status .................................. ~ 0.22ms
  2025-07-03 18:36:14 /api/status .................................. ~ 0.64ms
  2025-07-03 18:36:17 /api/consciousness/thinking-status ........... ~ 0.20ms
  2025-07-03 18:36:17 /api/consciousness/thinking-status ........... ~ 0.59ms
  2025-07-03 18:36:20 /api/thoughts/recent ......................... ~ 0.92ms
  2025-07-03 18:36:21 /api/thoughts/recent ......................... ~ 0.24ms
  2025-07-03 18:36:23 /api/status .................................. ~ 0.08ms
  2025-07-03 18:36:24 /api/status .................................. ~ 0.11ms
  2025-07-03 18:36:32 /api/consciousness/thinking-status ........... ~ 0.15ms
  2025-07-03 18:36:32 /api/consciousness/thinking-status ........... ~ 0.07ms
  2025-07-03 18:36:33 /api/status .................................. ~ 0.22ms
  2025-07-03 18:36:34 /api/status .................................. ~ 0.21ms
  2025-07-03 18:36:40 /api/thoughts/recent ......................... ~ 0.40ms
  2025-07-03 18:36:41 /api/thoughts/recent ......................... ~ 0.41ms
  2025-07-03 18:36:43 /api/status .................................. ~ 0.19ms
  2025-07-03 18:36:44 /api/status .................................. ~ 0.17ms
  2025-07-03 18:36:47 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 18:36:47 /api/consciousness/thinking-status ......... ~ 503.41ms
  2025-07-03 18:36:53 /api/status ................................ ~ 505.87ms
  2025-07-03 18:36:54 /api/status ................................ ~ 506.78ms
  2025-07-03 18:37:00 /api/thoughts/recent ....................... ~ 504.37ms
  2025-07-03 18:37:01 /api/thoughts/recent ....................... ~ 506.93ms
  2025-07-03 18:37:02 /api/consciousness/thinking-status ......... ~ 506.45ms
  2025-07-03 18:37:02 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 18:37:03 /api/status ................................ ~ 505.47ms
  2025-07-03 18:37:04 /api/status .................................. ~ 0.17ms
  2025-07-03 18:37:13 /api/status .................................. ~ 1.28ms
  2025-07-03 18:37:14 /api/status .................................. ~ 0.59ms
  2025-07-03 18:37:17 /api/consciousness/thinking-status ........... ~ 0.23ms
  2025-07-03 18:37:17 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 18:37:20 /api/thoughts/recent ......................... ~ 1.57ms
  2025-07-03 18:37:21 /api/thoughts/recent ......................... ~ 0.21ms
  2025-07-03 18:37:23 /api/status .................................. ~ 0.08ms
  2025-07-03 18:37:24 /api/status .................................. ~ 0.46ms
  2025-07-03 18:37:33 /api/consciousness/thinking-status ........... ~ 0.50ms
  2025-07-03 18:37:33 /api/consciousness/thinking-status ........... ~ 0.05ms
  2025-07-03 18:37:34 /api/status .................................. ~ 0.53ms
  2025-07-03 18:37:35 /api/status .................................. ~ 0.27ms
  2025-07-03 18:37:41 /api/thoughts/recent ......................... ~ 0.13ms
  2025-07-03 18:37:42 /api/thoughts/recent ......................... ~ 0.26ms
  2025-07-03 18:37:44 /api/status .................................. ~ 0.80ms
  2025-07-03 18:37:45 /api/status .................................. ~ 0.43ms
  2025-07-03 18:37:48 /api/consciousness/thinking-status ........... ~ 0.26ms
  2025-07-03 18:37:48 /api/consciousness/thinking-status ........... ~ 0.81ms
  2025-07-03 18:37:54 /api/status .................................. ~ 1.12ms
  2025-07-03 18:37:55 /api/status .................................. ~ 0.63ms
  2025-07-03 18:38:01 /api/thoughts/recent ......................... ~ 0.24ms
  2025-07-03 18:38:02 /api/thoughts/recent ......................... ~ 0.50ms
  2025-07-03 18:38:03 /api/consciousness/thinking-status ........... ~ 0.56ms
  2025-07-03 18:38:03 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 18:38:04 /api/status .................................. ~ 0.80ms
  2025-07-03 18:38:05 /api/status .................................. ~ 0.24ms
  2025-07-03 18:38:14 /api/status .................................. ~ 1.25ms
  2025-07-03 18:38:15 /api/status .................................. ~ 0.57ms
  2025-07-03 18:38:18 /api/consciousness/thinking-status ........... ~ 0.21ms
  2025-07-03 18:38:18 /api/consciousness/thinking-status ........... ~ 0.63ms
  2025-07-03 18:38:21 /api/thoughts/recent ......................... ~ 0.40ms
  2025-07-03 18:38:22 /api/thoughts/recent ......................... ~ 0.21ms
  2025-07-03 18:38:24 /api/status .................................. ~ 0.21ms
  2025-07-03 18:38:25 /api/status .................................. ~ 0.19ms
  2025-07-03 18:38:33 /api/consciousness/thinking-status ........... ~ 0.16ms
  2025-07-03 18:38:33 /api/consciousness/thinking-status ........... ~ 0.54ms
  2025-07-03 18:38:34 /api/status .................................. ~ 1.32ms
  2025-07-03 18:38:35 /api/status .................................. ~ 0.19ms
  2025-07-03 18:38:42 /api/thoughts/recent ......................... ~ 0.19ms
  2025-07-03 18:38:43 /api/thoughts/recent ......................... ~ 0.28ms
  2025-07-03 18:38:45 /api/status .................................. ~ 0.17ms
  2025-07-03 18:38:46 /api/status .................................. ~ 0.17ms
  2025-07-03 18:38:49 /api/consciousness/thinking-status ......... ~ 505.49ms
  2025-07-03 18:38:49 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 18:38:55 /api/status .................................. ~ 0.40ms
  2025-07-03 18:38:56 /api/status ................................ ~ 504.29ms
  2025-07-03 18:39:02 /api/thoughts/recent ......................... ~ 0.20ms
  2025-07-03 18:39:03 /api/thoughts/recent ......................... ~ 0.88ms
  2025-07-03 18:39:04 /api/consciousness/thinking-status ........... ~ 0.75ms
  2025-07-03 18:39:04 /api/consciousness/thinking-status ........... ~ 2.25ms
  2025-07-03 18:39:05 /api/status .................................. ~ 1.27ms
  2025-07-03 18:39:06 /api/status .................................. ~ 0.23ms
  2025-07-03 18:39:15 /api/status .................................. ~ 0.46ms
  2025-07-03 18:39:16 /api/status .................................. ~ 0.53ms
  2025-07-03 18:39:19 /api/consciousness/thinking-status ........... ~ 0.16ms
  2025-07-03 18:39:19 /api/consciousness/thinking-status ........... ~ 0.08ms
  2025-07-03 18:39:22 /api/thoughts/recent ......................... ~ 0.79ms
  2025-07-03 18:39:23 /api/thoughts/recent ......................... ~ 0.21ms
  2025-07-03 18:39:25 /api/status .................................. ~ 0.61ms
  2025-07-03 18:39:26 /api/status .................................. ~ 0.69ms
  2025-07-03 18:39:34 /api/consciousness/thinking-status ........... ~ 1.01ms
  2025-07-03 18:39:34 /api/consciousness/thinking-status ........... ~ 0.26ms
  2025-07-03 18:39:35 /api/status .................................. ~ 0.10ms
  2025-07-03 18:39:36 /api/status .................................. ~ 0.13ms
  2025-07-03 18:39:42 /api/thoughts/recent ......................... ~ 0.21ms
  2025-07-03 18:39:43 /api/thoughts/recent ......................... ~ 0.30ms
  2025-07-03 18:39:45 /api/status .................................. ~ 0.22ms
  2025-07-03 18:39:46 /api/status .................................. ~ 0.52ms
  2025-07-03 18:39:49 /api/consciousness/thinking-status ........... ~ 0.22ms
  2025-07-03 18:39:49 /api/consciousness/thinking-status ........... ~ 0.66ms
  2025-07-03 18:39:55 /api/status .................................. ~ 0.59ms
  2025-07-03 18:39:57 /api/status .................................. ~ 1.27ms
  2025-07-03 18:40:03 /api/thoughts/recent ......................... ~ 0.26ms
  2025-07-03 18:40:04 /api/thoughts/recent ......................... ~ 0.65ms
  2025-07-03 18:40:05 /api/consciousness/thinking-status ........... ~ 0.64ms
  2025-07-03 18:40:05 /api/consciousness/thinking-status ........... ~ 2.23ms
  2025-07-03 18:40:06 /api/status .................................. ~ 0.29ms
  2025-07-03 18:40:07 /api/status .................................. ~ 0.24ms
  2025-07-03 18:40:16 /api/status .................................. ~ 1.29ms
  2025-07-03 18:40:17 /api/status .................................. ~ 0.94ms
  2025-07-03 18:40:20 /api/consciousness/thinking-status ........... ~ 0.17ms
  2025-07-03 18:40:20 /api/consciousness/thinking-status ........... ~ 0.61ms
  2025-07-03 18:40:23 /api/thoughts/recent ......................... ~ 0.24ms
  2025-07-03 18:40:24 /api/thoughts/recent ......................... ~ 0.20ms
  2025-07-03 18:40:26 /api/status .................................. ~ 1.17ms
  2025-07-03 18:40:27 /api/status .................................. ~ 0.34ms
  2025-07-03 18:40:35 /api/consciousness/thinking-status ........... ~ 0.61ms
  2025-07-03 18:40:35 /api/consciousness/thinking-status ........... ~ 0.08ms
  2025-07-03 18:40:36 /api/status .................................. ~ 0.52ms
  2025-07-03 18:40:37 /api/status .................................. ~ 0.20ms
  2025-07-03 18:40:43 /api/thoughts/recent ......................... ~ 0.18ms
  2025-07-03 18:40:44 /api/thoughts/recent ......................... ~ 0.20ms
  2025-07-03 18:40:46 /api/status .................................. ~ 0.24ms
  2025-07-03 18:40:47 /api/status .................................. ~ 0.24ms
  2025-07-03 18:40:50 /api/consciousness/thinking-status ........... ~ 0.43ms
  2025-07-03 18:40:50 /api/consciousness/thinking-status ........... ~ 1.00ms
  2025-07-03 18:40:57 /api/status .................................. ~ 0.56ms
  2025-07-03 18:41:03 /api/status .................................. ~ 1.72ms
  2025-07-03 18:41:04 /api/thoughts/recent ......................... ~ 0.41ms
  2025-07-03 18:41:05 /api/thoughts/recent ......................... ~ 0.56ms
  2025-07-03 18:41:06 /api/consciousness/thinking-status ........... ~ 0.60ms
  2025-07-03 18:41:06 /api/consciousness/thinking-status ........... ~ 0.24ms
  2025-07-03 18:41:07 /api/status .................................. ~ 0.72ms
  2025-07-03 18:41:08 /api/status .................................. ~ 0.10ms
  2025-07-03 18:41:17 /api/status .................................. ~ 0.40ms
  2025-07-03 18:41:18 /api/status .................................. ~ 0.21ms
  2025-07-03 18:41:21 /api/consciousness/thinking-status ........... ~ 0.28ms
  2025-07-03 18:41:21 /api/consciousness/thinking-status ........... ~ 0.96ms
  2025-07-03 18:41:24 /api/thoughts/recent ......................... ~ 0.63ms
  2025-07-03 18:41:25 /api/thoughts/recent ......................... ~ 0.56ms
  2025-07-03 18:41:27 /api/status .................................. ~ 1.39ms
  2025-07-03 18:41:28 /api/status .................................. ~ 0.53ms
  2025-07-03 18:41:36 /api/consciousness/thinking-status ........... ~ 0.24ms
  2025-07-03 18:41:36 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 18:41:37 /api/status .................................. ~ 1.17ms
  2025-07-03 18:41:38 /api/status .................................. ~ 0.17ms
  2025-07-03 18:41:44 /api/thoughts/recent ......................... ~ 1.26ms
  2025-07-03 18:41:46 /api/thoughts/recent ......................... ~ 0.26ms
  2025-07-03 18:41:47 /api/status .................................. ~ 0.60ms
  2025-07-03 18:41:48 /api/status .................................. ~ 0.54ms
  2025-07-03 18:41:51 /api/consciousness/thinking-status ........... ~ 0.54ms
  2025-07-03 18:41:51 /api/consciousness/thinking-status ........... ~ 0.15ms
  2025-07-03 18:41:57 /api/status .................................. ~ 1.40ms
  2025-07-03 18:41:58 /api/status .................................. ~ 0.51ms
  2025-07-03 18:42:04 /api/thoughts/recent ......................... ~ 1.59ms
  2025-07-03 18:42:05 /api/thoughts/recent ......................... ~ 0.63ms
  2025-07-03 18:42:06 /api/consciousness/thinking-status ........... ~ 0.55ms
  2025-07-03 18:42:06 /api/consciousness/thinking-status ........... ~ 0.16ms
  2025-07-03 18:42:07 /api/status .................................. ~ 0.14ms
  2025-07-03 18:42:08 /api/status .................................. ~ 0.21ms
  2025-07-03 18:42:17 /api/status .................................. ~ 1.57ms
  2025-07-03 18:42:18 /api/status .................................. ~ 0.33ms
  2025-07-03 18:42:21 /api/consciousness/thinking-status ........... ~ 0.57ms
  2025-07-03 18:42:21 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 18:42:24 /api/thoughts/recent ......................... ~ 0.61ms
  2025-07-03 18:42:25 /api/thoughts/recent ......................... ~ 0.55ms
  2025-07-03 18:42:27 /api/status .................................. ~ 0.19ms
  2025-07-03 18:42:29 /api/status .................................. ~ 0.33ms
  2025-07-03 18:42:37 /api/consciousness/thinking-status ........... ~ 0.28ms
  2025-07-03 18:42:38 /api/consciousness/thinking-status ........... ~ 0.49ms
  2025-07-03 18:42:38 /api/status .................................. ~ 0.15ms
  2025-07-03 18:42:39 /api/status .................................. ~ 0.34ms
  2025-07-03 18:42:45 /api/thoughts/recent ......................... ~ 1.19ms
  2025-07-03 18:42:46 /api/thoughts/recent ......................... ~ 0.28ms
  2025-07-03 18:42:48 /api/status .................................. ~ 0.13ms
  2025-07-03 18:42:49 /api/status .................................. ~ 0.13ms
  2025-07-03 18:42:52 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 18:42:53 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:42:58 /api/status ................................ ~ 506.97ms
  2025-07-03 18:42:59 /api/status .................................. ~ 1.09ms
  2025-07-03 18:43:05 /api/thoughts/recent ......................... ~ 0.92ms
  2025-07-03 18:43:06 /api/thoughts/recent ......................... ~ 0.32ms
  2025-07-03 18:43:07 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:43:08 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 18:43:08 /api/status .................................. ~ 0.47ms
  2025-07-03 18:43:09 /api/status .................................. ~ 0.65ms
  2025-07-03 18:43:18 /api/status .................................. ~ 1.34ms
  2025-07-03 18:43:19 /api/status .................................. ~ 0.17ms
  2025-07-03 18:43:23 /api/consciousness/thinking-status ........... ~ 0.28ms
  2025-07-03 18:43:24 /api/consciousness/thinking-status ........... ~ 0.21ms
  2025-07-03 18:43:26 /api/thoughts/recent ......................... ~ 0.50ms
  2025-07-03 18:43:27 /api/thoughts/recent ......................... ~ 0.50ms
  2025-07-03 18:43:29 /api/status .................................. ~ 1.04ms
  2025-07-03 18:43:30 /api/status .................................. ~ 0.56ms
  2025-07-03 18:43:38 /api/consciousness/thinking-status ........... ~ 0.98ms
  2025-07-03 18:43:39 /api/consciousness/thinking-status ........... ~ 0.55ms
  2025-07-03 18:43:39 /api/status .................................. ~ 0.25ms
  2025-07-03 18:43:40 /api/status .................................. ~ 0.46ms
  2025-07-03 18:43:51 /api/thoughts/recent ......................... ~ 0.47ms
  2025-07-03 18:43:51 /api/thoughts/recent ......................... ~ 1.42ms
  2025-07-03 18:43:51 /api/status .................................. ~ 0.98ms
  2025-07-03 18:43:51 /api/status .................................. ~ 1.08ms
  2025-07-03 18:43:53 /api/consciousness/thinking-status ........... ~ 0.20ms
  2025-07-03 18:43:54 /api/consciousness/thinking-status ........... ~ 0.57ms
  2025-07-03 18:43:59 /api/status .................................. ~ 0.17ms
  2025-07-03 18:44:00 /api/status .................................. ~ 0.20ms
  2025-07-03 18:44:06 /api/thoughts/recent ......................... ~ 2.88ms
  2025-07-03 18:44:07 /api/thoughts/recent ......................... ~ 0.19ms
  2025-07-03 18:44:08 /api/consciousness/thinking-status ........... ~ 0.15ms
  2025-07-03 18:44:09 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 18:44:09 /api/status .................................. ~ 0.04ms
  2025-07-03 18:44:10 /api/status .................................. ~ 0.71ms
  2025-07-03 18:44:19 /api/status ................................ ~ 503.08ms
  2025-07-03 18:44:20 /api/status ................................ ~ 505.51ms
  2025-07-03 18:44:23 /api/consciousness/thinking-status ........... ~ 0.43ms
  2025-07-03 18:44:24 /api/consciousness/thinking-status ......... ~ 506.16ms
  2025-07-03 18:44:26 /api/thoughts/recent ......................... ~ 0.24ms
  2025-07-03 18:44:27 /api/thoughts/recent ......................... ~ 0.58ms
  2025-07-03 18:44:29 /api/status .................................. ~ 0.22ms
  2025-07-03 18:44:30 /api/status .................................. ~ 0.24ms
  2025-07-03 18:44:38 /api/consciousness/thinking-status ......... ~ 505.10ms
  2025-07-03 18:44:39 /api/consciousness/thinking-status ......... ~ 503.65ms
  2025-07-03 18:44:40 /api/status .................................. ~ 0.06ms
  2025-07-03 18:44:41 /api/status .................................. ~ 0.20ms
  2025-07-03 18:44:47 /api/thoughts/recent ......................... ~ 0.56ms
  2025-07-03 18:44:48 /api/thoughts/recent ......................... ~ 0.45ms
